raw_character_text,Laura_annotation,Serhii_annotation,Rosaleen_annotation,spoken_words
C. Montgomery Burns,quirky_humor_everyday,nostalgia_and_storytelling,,"When uranium came from a stream...and atoms were split by hand...then transformed into the kind of electricity that illuminated not just our homes, but our souls as well?"
C. Montgomery Burns,power_wealth_authority,family_romance_loneliness,,"Hmm, yes. I believe that's little Maggie Simpson -- the baby who found my precious teddy-bear Bobo. Oh and there's that, ah Simpson mutt, my former guard dog."
C. Montgomery Burns,self_deprecation_insecurity,power_wealth_authority,,"I will not suffer your insubordination! There has been a shocking decline in the quality and quantity of your toadying, Waylon, and you will fall into line. Now."
C. Montgomery Burns,quirky_humor_everyday,work_role_management,,I see it all now! You're just a bunch of yesmen! I was making the wrong moves and you were too gutless to tell me. Isn't that right?
C. Montgomery Burns,power_wealth_authority,morality_religion_values,,"Call me old-fashioned, but movies were sexier when the actors kept their clothes on. Vilma Banky could do more for me with one raised eyebrow than an entire..."
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,But now it's time to say goodbye. Please get off my property until next year. I suggest you don't dawdle. The hounds will be released in ten minutes.
C. Montgomery Burns,crime_danger_violence,power_wealth_authority,,"... here at the plant without increasing the cost to the consumer, or affecting management pay raises. However, for you semi-skilled workers, there will be no Christmas bonuses."
C. Montgomery Burns,nostalgia_and_storytelling,nostalgia_and_storytelling,,"We sneaked into the nearby Peabody Museum. There under the smiling eyes of four stuffed Eskimos, we expressed our love physically, as was the style at the time."
C. Montgomery Burns,quirky_humor_everyday,nostalgia_and_storytelling,,"Ah, Larry, my lad, I've gone over this story in my mind a million times. It was 1941 -- the -- no, '39 -- my 25th Yale reunion..."
C. Montgomery Burns,quirky_humor_everyday,work_role_management,,"Now, now. That will do. Homer, for your bravery and skill, we award you this ham, this plaque, this discount coupon book, and my own personal thumbs up!"
C. Montgomery Burns,nostalgia_and_storytelling,work_role_management,,"Everything's fine, Smithers. But this Simpson fellow seems to be getting dumber by the minute. I've never seen anything quite like it... Anyhoo, you just enjoy your vacation."
C. Montgomery Burns,crime_danger_violence,nostalgia_and_storytelling,,"Back when I wrestled at Yale, I was in the lightest weight category -- ""ether weight."" Now, get ready to face the wrath of the ""New Haven Nuisance""!"
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,"So ironic. After all my years of stock jobbing, gun running, attempted murder, successful murder, and tom peepery, they get me on a petty multi-million dollar art theft."
C. Montgomery Burns,nostalgia_and_storytelling,power_wealth_authority,,"It's no use. I guess I'll have to leave all my money to the Egg Advisory Council. Eggs have gotten quite a bad rap lately, you know, Smithers."
C. Montgomery Burns,family_romance_loneliness,nostalgia_and_storytelling,,I flew it at an altitude of six feet for a distance of four-and-a-half feet. Then we discovered rain makes it catch fire. Then the FÃ¼hrer fired me.
C. Montgomery Burns,power_wealth_authority,family_romance_loneliness,,"Now that you've all agreed to reap the windfall of my death, I must return to my large empty mansion to rattle around and await the inevitable... alone."
C. Montgomery Burns,quirky_humor_everyday,crime_danger_violence,,"This is my pride and joy. I've had hidden cameras planted in every home in Springfield. I got the idea from that movie ""Sliver."" What a delightful romp!"
C. Montgomery Burns,quirky_humor_everyday,crime_danger_violence,,"You don't know when they'll strike -- a boating accident, a mishap during a ""ski trip."" But rest assured one way or another they will do you in."
C. Montgomery Burns,crime_danger_violence,quirky_humor_everyday,,"Let me get this straight. You're pleased with your current appearance? Ah, why my good man, you're the fattest thing I've ever seen. And I've been on safari."
C. Montgomery Burns,nostalgia_and_storytelling,crime_danger_violence,,"Well, because before my wretched life comes to a close, I want to know that I had one friend. Also, because while you slept, I violated you repeatedly."
C. Montgomery Burns,quirky_humor_everyday,power_wealth_authority,,"Oh, I've known about the gem for years. You see, my dear girl, I joined the Freemasons before it was trendy. That's my eyeball on the dollar bill."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Smithers, the hounds feel terrible for what they did. And good news, one pooped out your ear! We'll dip it in iodine and it's just like new."
C. Montgomery Burns,power_wealth_authority,family_romance_loneliness,,"You... have a husband? Yes, I can picture him now... rugged good looks... sweater knotted about his shoulders... curly locks shining in the sun like spun gold..."
C. Montgomery Burns,quirky_humor_everyday,morality_religion_values,,"Ohh, you can silence me, but you can't silence Collier's magazine! Tell the people! Don't let the government push you around! You have a choice! Fight back!"
C. Montgomery Burns,crime_danger_violence,quirky_humor_everyday,,Thank goodness. Another day in this suburban nightmare and I would've needed half a white valium. Thank you for your gracious hospitality. See you at the unveiling.
C. Montgomery Burns,work_role_management,crime_danger_violence,,"Now, that's odd. I've just robbed a man of his livelihood, and yet I feel strangely empty. Tell you what, Smithers. Have him beaten to a pulp."
C. Montgomery Burns,quirky_humor_everyday,work_role_management,,"Finally, I would like to add to any nuclear inspectors in the crowd, that the titular head of the power plant is now Mr. Homer J. Simpson."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"So, the caterpillar has emerged from its cocoon as a shark with a gun for a mouth. I only have one thing to say to that... bravo."
C. Montgomery Burns,quirky_humor_everyday,crime_danger_violence,,"Men, there's a little crippled boy sitting in the hospital who wants you to win this game. I know because I crippled him myself to inspire you."
C. Montgomery Burns,nostalgia_and_storytelling,crime_danger_violence,,Perhaps you're wondering why you have two heads? Well my body was crushed so I had my head grafted on to or shall we say ample frame.
C. Montgomery Burns,morality_religion_values,family_romance_loneliness,,"This was my fiancÃ©e, Gertrude. I was working so hard I missed our wedding, our honeymoon and our divorce proceedings. She died of loneliness. Loneliness and rabies."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"Oh, all I wanted was to make obscene profits in the last year of my life and leave it to no one. Why does God hate dreamers?"
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"I'm going to write a figure on this piece of paper. It's not quite as large as the last one, but I think you'll find it fair."
C. Montgomery Burns,power_wealth_authority,morality_religion_values,,"Here's the ""scoop."" You're our future so we can't afford to have you lose. And I love the Spanish, from the Inquisition to the delightful Franco years."
C. Montgomery Burns,power_wealth_authority,morality_religion_values,,"Capital idea! Let's blow this fascist popsicle stand. We'll purchase a small island somewhere and start our own country, free from the relentless tyranny of Uncle Sam."
C. Montgomery Burns,self_deprecation_insecurity,crime_danger_violence,,"Oh, no jury on earth will convict a bunch of moist-eyed mothers. I'll tell you what, ladies, give me my eggs back and I'll let you go."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Smithers, I'm a proud fellow, and it's not easy for me to admit defeat. But I know just the thing to make me feel better -- shopping!"
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,"Smithers had thwarted my attempt to take candy from a baby, but with him out of the picture, I was free to wallow in my own crapulance."
C. Montgomery Burns,nostalgia_and_storytelling,family_romance_loneliness,,"Yes, well, Smithers, I want you to arrange a party for two at my estate. Marge, me, and do you think you could dig up Al Jolson?"
C. Montgomery Burns,work_role_management,nostalgia_and_storytelling,,"Well, I say let Harvard have its football and academics. Yale will always be first in gentlemanly club-life. Why, every friend I have I made right here."
C. Montgomery Burns,power_wealth_authority,work_role_management,,Installing an M.H.D. Generator would allow the plant to operate at a higher temperature without the tyranny of moving parts. Using conducting plasma as the moving conductor...
C. Montgomery Burns,quirky_humor_everyday,power_wealth_authority,,"Wait, wait, wait, it's only a matter of four million. I'm sure I can find that somewhere. I, uh, I have fifty dollars here in my wallet..."
C. Montgomery Burns,quirky_humor_everyday,family_romance_loneliness,,"Great heavens! It's one of those nude female fire stations. Ohh, I'd always be second place to some kitten stuck in a tree. Let's go, Smithers. Smithers?"
C. Montgomery Burns,nostalgia_and_storytelling,power_wealth_authority,,"Well, if a couple of Chinese bamboo gobblers can win people's hearts, I'm gonna bring them something that man has searched for since the dawn of time."
C. Montgomery Burns,quirky_humor_everyday,nostalgia_and_storytelling,,"I am only eighty-one. You may find this hard to believe... but in my salad days, my crowning glory was a bright shock of strawberry blond curls."
C. Montgomery Burns,quirky_humor_everyday,family_romance_loneliness,,I LIVE ME IN A MANSION / FULL OF THOSE GRECIAN URNS / BUT I'M LONELY ALL THE LIVE-LONG DAY / THAT'S THE BLUES OF MONTY BURNS
C. Montgomery Burns,power_wealth_authority,quirky_humor_everyday,,"""Thank you all so much. I love Springfield, from the cuddliest infant to th... ... puppies... patriotism... bluebirds..."" I'm not reading this drivel. This speech is over."
C. Montgomery Burns,quirky_humor_everyday,power_wealth_authority,,"Oh-ho, that's me all right, standing up against America's reckless, spendthrift politicians. It commemorates my liberation of a trillion dollars that would have been foolishly squandered."
C. Montgomery Burns,crime_danger_violence,morality_religion_values,,"It doesn't take a whiz to see that you're looking out for number one. Well, listen to me and you'll make a big splash very soon."
C. Montgomery Burns,quirky_humor_everyday,family_romance_loneliness,,How dare you! I wrote a song for you! When am I ever going to use that again? Curse you and this morbidly obese little half-wit.
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Just a second, Smithers. Let me introduce you to the gang. That's Buzz. That's Honey. And you see that queen over there? Her name is ""Smithers."""
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Well, I will be when the morphine wears off, but until then, Teedily deedily dee dee. Teedily dee dee dee. Woo hoo hoo. Hee hee hee."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Ah, snowmen have peepers. Peepers to watch. To watch for our moment of weakness and then baff! comes the knock on the head and we're down."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"Ah. Excellent. This is exactly the kind of trickery I'm paying you for. But, but how do we turn your average Joe Sixpack against Mary Bailey?"
C. Montgomery Burns,quirky_humor_everyday,power_wealth_authority,,"Excellent. Well, ""ta"". Hmmm, Smithers, I can still sell 'em snake oil. Now bring me a wine spritzer -- and don't be stingy with the vino."
C. Montgomery Burns,power_wealth_authority,work_role_management,,"Let's keep the laughs coming, eh, Simpson? What say I make you my Executive In Charge Of Recreation -- No, no, better yet, my Prank Monkey."
C. Montgomery Burns,quirky_humor_everyday,power_wealth_authority,,"Yes, I need you to pick up my car at the factory in Italy, and ship it directly back to me. I'll save thousands in taxes!"
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"Now, don't worry. I think you'll find that these two gentlemen are as American as apple pie! Hans and Fritz, well that's just John and Frank!"
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,"Then it's agreed. Of course, we can't sell the paintings now. We'd be caught. How many of you are familiar with the concept of a ""tontine?"""
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Well, first I'll get that new hip I've been hankering for. Then, who knows? Bee keeping, boxing, bache ball?... The world is my oyster, Smithers. Farewell!"
C. Montgomery Burns,power_wealth_authority,nostalgia_and_storytelling,,"Oh, yes, of course. Your spirited hornpipe stole the show, as I recall. Now Doctor, what shall we do about our free wheeling fop over here?"
C. Montgomery Burns,work_role_management,power_wealth_authority,,"I've tried to meet you halfway on this, Simpson, but you had to be Little Johnny Live-a-lot. Now give me your key to the Hellfish Bonanza."
C. Montgomery Burns,power_wealth_authority,work_role_management,,"Okay, let's make this sporting, Leonard. If you can tell me why I shouldn't fire you, without using the letter ""E,"" you can keep your job."
C. Montgomery Burns,quirky_humor_everyday,nostalgia_and_storytelling,,"That prison was like a prison to me. Not a prison of bricks and iron, but one of steel and cement. They took everything from me."
C. Montgomery Burns,work_role_management,nostalgia_and_storytelling,,That intrepid lad is my great grandfather! Franklin Jefferson Burns. Tossing that tea without a care for what the caffeine would do to the Fenway Flounder.
C. Montgomery Burns,quirky_humor_everyday,work_role_management,,"7-G?! Let the Lennys and the Carls of the world waste their wretched lives in that testicle-shriveling torture chamber. Son, you'll be working in... Sector 6-F!"
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"Smithers, you are the campiest of my aides du camp, but I'm afraid my true admiration is reserved for the self-made man. No Steve Woz-ni-ak thee."
C. Montgomery Burns,quirky_humor_everyday,power_wealth_authority,,"Homer, I agree with you and, if I'm elected governor , I will lower taxes whether those bureaucrats in the State capital like it or not."
C. Montgomery Burns,quirky_humor_everyday,family_romance_loneliness,,"Of course. We wouldn't think of going without the bait... uh, that is, the bait-thing beauty -- The bathing beauty. I covered that up pretty well."
C. Montgomery Burns,self_deprecation_insecurity,quirky_humor_everyday,,Nothing other than drive me to distraction with his incompetent boobery. Terrible at everything. A complete moron. But I'm not really free to talk right now.
C. Montgomery Burns,work_role_management,crime_danger_violence,,"Also, I'm sorry I couldn't find the records of the shots the hounds had, which in turn led to all those painful injections in your abdomen."
C. Montgomery Burns,family_romance_loneliness,family_romance_loneliness,,"This entire plant is in his name -- so when they come to put C. M. Burns in jail, it's the canary that does the time."
C. Montgomery Burns,crime_danger_violence,crime_danger_violence,,"""Memorandum to: Mrs. Bouvier. Re: Delineation of Romantic Intentions..."" Pfffft, too sappy. Smithers, come over here and help me write a mash note to my girlfriend!"
C. Montgomery Burns,quirky_humor_everyday,work_role_management,,"You, Smithers? Oh no, my dear friend, I've planned a far greater reward for you. When I pass on, you shall be buried alive with me."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"The Springfield Opera House, of which I am founder, artistic director, and standing ovation starter, is producing La BohÃ¨me. I want you to sing the lead."
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,"Now, I insist you take off your shoes when you get inside. And uh, while you're in there, grab as much cancer as you can."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,Leave them for whom? The Germans? The folks who shoot at us all day? Let's just take them. We'll all be rich! Rich as Nazis!
C. Montgomery Burns,quirky_humor_everyday,power_wealth_authority,,"Until Mr. Roosevelt's New Deal starts working, this country's still in a depression. I'm spending a fortune on atoms, and we have to cut costs!"
C. Montgomery Burns,power_wealth_authority,family_romance_loneliness,,"OH, MY TAPESTRY'S MEDIEVAL, / MY HEART, IT'S EVIL TOO / BUT THAT DON'T MEAN I DON'T NEED LOVE / FROM LESSER TYPES LIKE YOU!"
C. Montgomery Burns,quirky_humor_everyday,morality_religion_values,,"And so in the spirit of fence-mending and grudge-not-bearing, I hereby rename the Burns Germ Warfare Lab The Grandma Simpson Peace Museum and Kid-teractive Learnatorium."
C. Montgomery Burns,nostalgia_and_storytelling,quirky_humor_everyday,,"""Crack, smack, uppers, downers, outters, inners, horse tranquilizers, cow paralyzers, blue bombers, green goofers, yellow submarines, LSD mach three, and trace amounts of human urine!"""
C. Montgomery Burns,crime_danger_violence,crime_danger_violence,,"When the errant bill struck my chest, it left a distinctive bruise. Had my heart been inside at the time, it could have been fatal."
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,"Which you've committed at every national park, from Acadia to Zion. You're going away for a long time, Mrs. Simpson. Or should I call you..."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"All of you! Get back out there with your flippers flapping, and your stumps a-stomping! Joe and Jane normal expect some entertainment for their nickel!"
C. Montgomery Burns,self_deprecation_insecurity,power_wealth_authority,,"As you can see, Simpson, I've taken over all seventy-eight channels. And you won't see any of your favorite shows again until you give in."
C. Montgomery Burns,quirky_humor_everyday,morality_religion_values,,"You've got it all wrong, my friend. Once you see it my way, you'll understand that being hated is the greatest feeling in the world."
C. Montgomery Burns,work_role_management,nostalgia_and_storytelling,,"Simpson, I worked here for three-score and twain. That's sixty-two years in the ""New English"". Now, come with me, I want to show you something."
C. Montgomery Burns,quirky_humor_everyday,work_role_management,,"You, look what you've done! My starting pitcher thinks he's a chicken! Make no mistake, I'm going to report this to the American Hypnotical Association."
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,Now see here! You are so not the heartless automatons I was looking for! There's one thing man has that machines can never match: hounds!
C. Montgomery Burns,crime_danger_violence,crime_danger_violence,,"Smithers, this is a golden opportunity. If we get him alive we can put him on Broadway. Dead, we'll sell monkey stew to the Army!"
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,I stand here to expose the criminal ineptitude of Homer J. Simpson. Again and again he has brought this town to the brink of annihilation.
C. Montgomery Burns,quirky_humor_everyday,self_deprecation_insecurity,,"It's a hobby. I'm not in this for any personal gain, heavens no. By the way, are you acquainted with our state's stringent usury laws?"
C. Montgomery Burns,morality_religion_values,morality_religion_values,,It is. I know it's hard to see a young buck like me and think of a day when I'm no longer in the pink.
C. Montgomery Burns,power_wealth_authority,morality_religion_values,,"Of course. St. Teresa wouldn't be interested in a mere bauble. Her greatest treasure would be a pure young girl. You are pure, aren't you?"
C. Montgomery Burns,power_wealth_authority,quirky_humor_everyday,,"Absolutely not! No quack sawbones is going to apply his leeches to me! As long as there's an ounce of strength left in me, I..."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Now then, I'm looking for a suitable young, male heir to leave my fortune to when I pass away. My vast, vast, vast fortune. Vast."
C. Montgomery Burns,self_deprecation_insecurity,quirky_humor_everyday,,"What? What are you talking about? Clearly make sense, man. I can't understand a word you're saying. You're just babbling incoherently like some sort of..."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"Okay, Maggie, you win. But I want you to do something for me. Hang on to that bear. Don't make the same mistake I made."
C. Montgomery Burns,morality_religion_values,power_wealth_authority,,"I want that oil well! I've got a monopoly to maintain! I own the Electric Company and the Waterworks, plus the hotel on Baltic Avenue."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"Excellent. Once again the wheel has turned and Dame Fortune has hugged Montgomery Burns to her sweet perfumed bosom. Somebody up there likes me, Smithers."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,#NAME?
C. Montgomery Burns,crime_danger_violence,power_wealth_authority,,Bah! A non-profit organization with oil? I won't allow it! An oil well doesn't belong in the hands of Betsy Bleedingheart and Maynard G. Muskie-vote!
C. Montgomery Burns,crime_danger_violence,crime_danger_violence,,"Why that's a fabulous idea. Anything else you'd like? How about real lead in the radiation shields? Urinal cakes maybe? Smithers, throw this at him."
C. Montgomery Burns,quirky_humor_everyday,crime_danger_violence,,How dare you destroy my valuable wall and spill my priceless acid?! Did you really think you were going to get away with it?
C. Montgomery Burns,power_wealth_authority,work_role_management,,We want you to give them a pep talk that turns them from a bunch of donut-eating goof-offs into a pack of Homer Simpsons.
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,"Well then, I should disrobe at once. Housekeeping! Send up a Chinese dressing screen! And one of Firestone's finest vulcanized prophylactics! Be right back."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,My germs! My precious germs! They never harmed a soul! They never even had a chance! Whoever did this will never get past me!
C. Montgomery Burns,power_wealth_authority,quirky_humor_everyday,,"So, what shall we do tomorrow? Go grousing? Or if you'd rather stay home, you could sing while I accompany you on the clavichord."
C. Montgomery Burns,work_role_management,work_role_management,,"Aw, if you stay you can have anything you want to eat, even some sort of gelatin dish. It's made from hooves, you know."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"With the departure of Mr. Marley, there will now be an entry-level position open in Sector 7G. Now get out. The bar is closed."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"I see what you're saying. We're crowding your plate. In fact, there's no need for us to be here at all. Let's go, Smithers."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"The electric chair is on, eh? Then the old prison has been getting free electricity for thirty years. I'll put a stop to that."
C. Montgomery Burns,power_wealth_authority,work_role_management,,"Welcome, fellow Republicans. To start with the old business, Brother Hibbert will read a report on our efforts to rename everything after Ronald Reagan."
C. Montgomery Burns,quirky_humor_everyday,work_role_management,,"So, let's see how my burly-bottomed ball-handlers are faring. Smithers, we're leading two to nothing! Run out the clock, boys. Run out the clock..."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Prepare for the adventure of a lifetime as you fight for survival against the merciless forces of nature! Toe your marks, get set, go!"
C. Montgomery Burns,crime_danger_violence,crime_danger_violence,,"Of course not. He's just a harmless maniac, here to remind us of the precious gift of sanity. B... Oh, God! What's he doing?"
